field_1,clust,lden,den,ID,Lat,Lon,depth,HDI,Voice,Population,Country_number,Code,Grav_tot,2010_regpop_mean,2020_regpop_mean,reg_pop_growth,SCORE,RATING,Productivity_mean,Landings,Tourism
417,418,2.172486785,30,949,-17.6563,-149.605,0,,,263900.2,13,PYF,81,2079.974521,2375.358077,295.3835558,0,none,165.5614595,112.0653861,154000
418,419,1.349084101,5.8125,947,-17.6517,177.268,0,0.6808,0.0268936,816944.4,16,FJI,45,663.9254746,715.9985718,52.07309722,0,none,426.6344529,122.8772768,632000
419,420,0.155577214,0.9375,951,-17.6567,177.139,0,0.6808,0.0268936,816944.4,16,FJI,18,725.1553494,784.7580424,59.60269304,2,Partially Effective,397.4045567,122.8772768,632000
420,421,0.325054727,2.9,954,-17.66,-39,0.5,0.7452,0.46795764,201014647.4,7,BRA,47,594.434752,700.1959206,105.7611686,3,Not Effective,1282.69599,88.49929915,5161000
421,422,-0.105360516,0.6,955,-17.66,146.46,0,0.9296,1.4213264,23098659.8,2,AUS,6,132.9258903,132.9483056,0.022415247,2,Partially Effective,679.3273572,126.2520912,5790000
422,423,-0.356674944,0.4,957,-17.66,150.83,0,0.9296,1.4213264,23098659.8,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,224.5156177,126.2520912,5790000
423,424,-0.223143551,0.5,959,-17.6732,-179.336,1,0.6914,-0.73944038,844575.2,16,FJI,2,64.97981567,59.70721907,-5.272596601,0,none,272.4097797,122.8772768,632000
424,425,1.193922468,3,960,-17.6745,177.235,0,0.6808,0.0268936,816944.4,16,FJI,45,676.9386888,730.6980414,53.75935259,2,Partially Effective,428.7190243,122.8772768,632000
425,426,-0.077961541,0.625,962,-17.6783,177.167,1,0.6914,-0.73944038,844575.2,16,FJI,24,704.5988029,762.3632166,57.7644137,2,Partially Effective,413.5186475,122.8772768,632000
426,427,0.356474904,1.375,964,-17.6909,177.313,0,0.6808,0.0268936,816944.4,16,FJI,45,652.0846961,704.7699177,52.68522159,0,none,471.2692002,122.8772768,632000
427,428,2.204026582,11.40625,967,-17.7156,-149.584,0,,,276119,13,PYF,427,2079.974521,2375.358077,295.3835558,0,none,153.7785067,112.0653861,154000
428,429,0.40043994,1.25,986,-17.7333,177.151,0,0.6808,0.0268936,816944.4,16,FJI,27,709.2612561,768.2156787,58.95442252,2,Partially Effective,445.7629203,122.8772768,632000
429,430,-0.597837001,0.25,970,-17.7175,168.212,0.5,0.569,0.5038802,199101.4,14,VUT,116,581.7352972,841.234188,259.4988908,0,none,320.9126985,69.82508481,97200
430,431,-0.243678663,0.5,1020,-17.7,148.46,1,0.936666667,1.387727667,24591818.33,2,AUS,1,0.039215126,0.03921144,-3.69E-06,0,none,297.6108842,126.2520912,5790000
431,432,0.015673267,0.75,975,-17.71,150.74,0,0.936666667,1.387727667,24591818.33,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,217.8757198,126.2520912,5790000
432,433,0.728143366,2,976,-17.7206,177.276,1,0.6808,0.0268936,816944.4,16,FJI,45,660.148874,713.0389503,52.89007626,0,none,473.6759528,122.8772768,632000
433,434,0.774472318,3.90625,983,-17.7314,176.873,0,0.6808,0.0268936,816944.4,16,FJI,10,971.3341224,1050.249482,78.91535983,0,none,318.9368439,122.8772768,632000
434,435,1.713797928,5.25,987,-17.7333,177.181,0,0.6808,0.0268936,816944.4,16,FJI,27,692.0392478,749.2688678,57.22961997,2,Partially Effective,447.0433766,122.8772768,632000
435,436,0.019610357,0.75,1000,-17.7382,168.278,1,0.569,0.5038802,199101.4,14,VUT,99,594.9364603,860.3240892,265.3876288,0,none,13721.131,69.82508481,97200
436,437,0.048790164,0.75,1008,-17.749,177.433,0,0.6808,0.0268936,816944.4,16,FJI,115,623.96905,676.8189844,52.84993441,0,none,22713.81472,122.8772768,632000
437,438,-0.333783003,0.4375,1009,-17.7539,177.142,0,0.6808,0.0268936,816944.4,16,FJI,18,713.8599968,773.2301104,59.37011365,2,Partially Effective,449.6922416,122.8772768,632000
438,439,2.036666853,9.75,1011,-17.7608,177.194,1,0.6808,0.0268936,816944.4,16,FJI,27,681.7178275,738.5831212,56.86529376,2,Partially Effective,452.1792741,122.8772768,632000
439,440,-0.356674944,0.4,1013,-17.77,146.45,0,0.9168,1.3847258,21299630,2,AUS,5,99.57439246,99.57600232,0.001609865,2,Partially Effective,728.6761919,126.2520912,5790000
440,441,-0.130682382,0.6,1014,-17.77,150.63,1,0.936666667,1.387727667,24591818.33,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,223.410658,126.2520912,5790000
441,442,-0.410490276,0.375,1015,-17.7867,-39.0448,0,0.696,0.440338975,181735280.8,7,BRA,39,594.562585,700.1167974,105.5542124,3,Not Effective,10755.29122,88.49929915,5161000
442,443,-0.410490276,0.375,1021,-17.8018,177.204,0,0.6808,0.0268936,816944.4,16,FJI,28,676.3044,733.0566721,56.7522721,2,Partially Effective,440.2380546,122.8772768,632000
443,444,2.312535424,9.8,1019,-17.7,-38.94,0,0.7452,0.46795764,201014647.4,7,BRA,43,662.5103199,781.4331558,118.9228359,3,Not Effective,1244.325073,88.49929915,5161000
444,445,1.678274315,5.375,1022,-17.803,-149.305,0,,,252275.6,13,PYF,60,2079.974521,2375.358077,295.3835558,0,none,39804.93139,112.0653861,154000
445,446,0.304480946,1.25,1029,-17.8497,177.176,1,0.6808,0.0268936,816944.4,16,FJI,28,695.0681029,754.2519417,59.18383877,2,Partially Effective,411.1424452,122.8772768,632000
446,447,-0.001328524,0.95,1025,-17.83,148.5,1,0.9296,1.4213264,23098659.8,2,AUS,1,0.05063764,0.05063288,-4.76E-06,0,none,261.6404303,126.2520912,5790000
447,448,0.757563616,3.3,1031,-17.86,148.47,1,0.9296,1.4213264,23098659.8,2,AUS,1,0.05063764,0.05063288,-4.76E-06,0,none,263.860581,126.2520912,5790000
448,449,-0.356674944,0.4,1032,-17.88,148.51,0,0.936666667,1.387727667,24591818.33,2,AUS,1,0.05063764,0.05063288,-4.76E-06,0,none,254.2111819,126.2520912,5790000
449,450,-0.597837001,0.25,1033,-17.9008,-38.6602,1,0.696,0.440338975,181735280.8,7,BRA,22,365.4510629,401.0380678,35.58700496,2,Partially Effective,752.2310489,88.49929915,5161000
450,451,-0.130682382,0.6,1034,-17.94,146.16,0,0.9168,1.3847258,21299630,2,AUS,35,78.00328246,78.00631286,0.0030304,0,none,27444.99703,126.2520912,5790000
451,452,0.208477156,1.0125,1035,-17.9625,-38.6956,0,0.7132,0.53989822,191985660.8,7,BRA,23,350.1555219,386.0138814,35.85835942,2,Partially Effective,828.1628461,88.49929915,5161000
452,453,-0.356674944,0.4,1050,-17.98,-38.67,1,0.7452,0.46795764,201014647.4,7,BRA,23,370.9401198,407.7821686,36.84204884,2,Partially Effective,782.4433694,88.49929915,5161000
453,454,-0.597837001,0.25,1048,-17.9786,179.225,1,0.7074,-0.6260374,865841.2,16,FJI,29,1562.157499,1778.755745,216.5982467,2,Partially Effective,349.7783653,122.8772768,632000
454,455,-0.15394239,0.575,1051,-17.9971,-38.6713,1,0.696,0.440338975,181735280.8,7,BRA,23,385.9977817,425.5218207,39.52403895,2,Partially Effective,785.0638002,88.49929915,5161000
455,456,0.916290732,2.2,1052,-17,-149.59,1,,,263900.2,13,PYF,6,2101.461772,2399.909431,298.4476586,0,none,157.1395303,112.0653861,154000
456,457,-0.130682382,0.6,1053,-18.03,-174.33,1,0.7016,0.48823028,101975.2,15,TON,0,284.3589126,263.3767341,-20.98217848,0,none,230,116.0177097,47100
457,458,-0.356674944,0.4,1057,-18.05,146.2,0,0.9168,1.3847258,21299630,2,AUS,8,59.3198309,59.31900649,-0.000824413,0,none,4270.530194,126.2520912,5790000
458,459,-0.105360516,0.6,1056,-18.05,-163.19,1,,-0.4493202,15200,10,CIS,0,8.382281,10.47785043,2.095569429,0,none,112.3123818,567.3648557,#N/A
459,460,-0.597837001,0.25,1058,-18.065,177.268,1,0.6808,0.0268936,816944.4,16,FJI,23,694.4270551,756.3340846,61.90702947,0,none,285.9012128,122.8772768,632000
460,461,-0.005025168,0.7,1059,-18.07,-141,1,,,270370.6,13,PYF,1,12.37157623,10.27191493,-2.099661297,0,none,141.4301054,112.0653861,154000
461,462,-0.356674944,0.4,1060,-18.07,149.61,0,0.9296,1.4213264,23098659.8,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,194.5395376,126.2520912,5790000
462,463,-0.223143551,0.5,1071,-18.1668,178.387,0,0.6808,0.0268936,816944.4,16,FJI,172,796.8544926,891.3235109,94.46901832,0,none,51749.63839,122.8772768,632000
463,464,-0.356674944,0.4,1068,-18.14,146.28,0,0.9168,1.3847258,21299630,2,AUS,6,56.40392213,56.40271608,-0.001206045,0,none,5404.442788,126.2520912,5790000
464,465,-0.495439794,0.3125,1069,-18.1593,177.43,0.5,0.6808,0.0268936,816944.4,16,FJI,262,687.8171436,748.2326525,60.41550886,0,Unrated,21356.6281,122.8772768,632000
465,466,0.601110636,3,1072,-18.1802,178.478,0,0.6808,0.0268936,816944.4,16,FJI,1532,769.8616779,864.4426761,94.58099821,0,none,46645.57017,122.8772768,632000
466,467,-0.597837001,0.25,1074,-18.1917,177.602,1,0.6914,-0.73944038,844575.2,16,FJI,41,1072.093575,1193.835351,121.7417762,0,none,65535,122.8772768,632000
467,468,0.247348121,1.125,1075,-18.1997,177.65,0,0.6808,0.0268936,816944.4,16,FJI,41,1061.047693,1180.465607,119.4179147,0,Unrated,65535,122.8772768,632000
468,469,0.418623762,1.3,1077,-18.26,147.38,1,0.9296,1.4213264,23098659.8,2,AUS,2,108.8692685,108.9240621,0.05479352,2,Partially Effective,312.3835087,126.2520912,5790000
469,470,-0.504163638,0.3125,1079,-18.3375,178.15,0,0.6914,-0.73944038,844575.2,16,FJI,52,917.1110213,1021.238103,104.1270818,2,Partially Effective,46458.71333,122.8772768,632000
470,471,0.980003376,4,1081,-18.3802,178.199,1,0.6808,0.0268936,816944.4,16,FJI,52,874.8844056,978.6253489,103.7409433,0,none,21931.35484,122.8772768,632000
471,472,-0.597837001,0.25,1082,-18.4019,178.065,0,0.721,0.1408268,877780.3333,16,FJI,24,980.5115528,1094.626628,114.1150748,2,Partially Effective,32171.97291,122.8772768,632000
472,473,-0.223143551,0.5,1083,-18.4021,178.103,0,0.721,0.1408268,877780.3333,16,FJI,24,907.5793317,1015.613918,108.0345867,2,Partially Effective,33042.5,122.8772768,632000
473,474,-0.23101773,0.5,1091,-18.41,147.45,1,0.9296,1.4213264,23098659.8,2,AUS,2,112.5677116,112.6163278,0.048616236,2,Partially Effective,350.0055579,126.2520912,5790000
474,475,-0.005025168,0.7,1096,-18.44,147.06,0,0.936666667,1.387727667,24591818.33,2,AUS,3,699.3707018,699.5679265,0.197224725,2,Partially Effective,468.7185326,126.2520912,5790000
475,476,0.832909123,2,1095,-18.4461,178.056,0,0.721,0.1408268,877780.3333,16,FJI,24,903.9993369,1013.795847,109.7965101,0,none,14465.28548,122.8772768,632000
476,477,-0.356674944,0.4,1097,-18.46,147,0.5,0.936666667,1.387727667,24591818.33,2,AUS,3,603.8236959,603.994321,0.17062514,2,Partially Effective,529.9192608,126.2520912,5790000
477,478,-0.356674944,0.4,1098,-18.47,146.88,1,0.936666667,1.387727667,24591818.33,2,AUS,3,462.7371825,462.86334,0.126157508,2,Partially Effective,560.891528,126.2520912,5790000
478,479,-0.005025168,0.7,1099,-18.47,147.06,0,0.936666667,1.387727667,24591818.33,2,AUS,3,678.6624295,678.8527082,0.190278679,2,Partially Effective,484.910123,126.2520912,5790000
479,480,0.438254931,1.25,1103,-18.5492,146.488,0,0.9168,1.3847258,21299630,2,AUS,10,237.8944909,237.9561752,0.061684327,0,none,13416.81744,126.2520912,5790000
480,481,-0.356674944,0.4,1104,-18.54,147.53,0,0.9296,1.4213264,23098659.8,2,AUS,2,85.51533287,85.54377794,0.028445073,2,Partially Effective,430.4858387,126.2520912,5790000
481,482,-0.356674944,0.4,1113,-18.63,147.08,0.5,0.936666667,1.387727667,24591818.33,2,AUS,4,515.2153578,515.3547118,0.139354008,2,Partially Effective,480.0345475,126.2520912,5790000
482,483,-0.356674944,0.4,1112,-18.62,147.44,1,0.936666667,1.387727667,24591818.33,2,AUS,3,802.4006539,802.6050132,0.204359236,2,Partially Effective,482.5493061,126.2520912,5790000
483,484,1.878736123,8.75,1114,-18.6567,147.025,0,0.9032,1.46448975,19896400,2,AUS,4,440.6840272,440.8027537,0.118726546,2,Partially Effective,492.7928466,126.2520912,5790000
484,485,1.547623724,26.0625,1115,-18.6573,146.543,0,0.9032,1.46448975,19896400,2,AUS,7,232.6377247,232.6988553,0.061130548,0,none,22281.63776,126.2520912,5790000
485,486,-0.356674944,0.4,1116,-18.65,147.4,0,0.9296,1.4213264,23098659.8,2,AUS,3,956.3805872,956.6342357,0.253648561,2,Partially Effective,479.2085374,126.2520912,5790000
486,487,-0.356674944,0.4,1117,-18.65,147.71,1,0.933133333,1.404527033,23845239.07,2,AUS,2,186.888828,186.8962257,0.007397771,2,Partially Effective,503.7928452,126.2520912,5790000
487,488,2.529720666,12.25,1125,-18.6872,147.097,0,0.936666667,1.387727667,24591818.33,2,AUS,4,480.3526319,480.4798313,0.12719937,2,Partially Effective,480.1021333,126.2520912,5790000
488,489,2.224199705,9,1129,-18.6915,146.692,0,0.9168,1.3847258,21299630,2,AUS,6,261.5323129,261.6033243,0.071011487,2,Partially Effective,575.3638475,126.2520912,5790000
489,490,-0.356674944,0.4,1130,-18.69,-174.04,0,0.6824,0.00374748,103108.4,15,TON,14,268.8400521,248.5251525,-20.3148996,0,none,32952.5,116.0177097,47100
490,491,0.09531018,0.8,1135,-18.72,-174.15,0,0.6824,0.00374748,103108.4,15,TON,8,254.6866031,234.2601906,-20.4264125,0,none,48818.31771,116.0177097,47100
491,492,0.530628251,1.4,1132,-18.7125,-174.108,1,0.7016,0.48823028,101975.2,15,TON,8,258.6826614,238.9675933,-19.71506802,0,none,51090.11003,116.0177097,47100
492,493,-0.077961541,0.625,1136,-18.737,147.272,0,0.9032,1.46448975,19896400,2,AUS,4,624.0132711,624.1833376,0.170066536,2,Partially Effective,467.2160811,126.2520912,5790000
493,494,-0.356674944,0.4,1139,-18.73,147.72,1,0.9296,1.4213264,23098659.8,2,AUS,2,174.4854553,174.488879,0.003423739,2,Partially Effective,579.62463,126.2520912,5790000
494,495,-0.597837001,0.25,1143,-18.7979,147.521,0,0.9168,1.3847258,21299630,2,AUS,3,802.5669823,802.7745122,0.207529829,2,Partially Effective,496.9945598,126.2520912,5790000
495,496,0.429065909,1.4375,1141,-18.7958,169.007,0,0.5876,0.48899438,256761,14,VUT,17,278.355365,311.828556,33.47319094,0,none,44733.32045,69.82508481,97200
496,497,0.405465108,1.2,1144,-18.8029,147.65,0,0.9168,1.3847258,21299630,2,AUS,2,357.3452829,357.4323995,0.087116599,2,Partially Effective,600.4754232,126.2520912,5790000
497,498,-0.223143551,0.5,1145,-18.8148,168.402,0,0.5876,0.48899438,256761,14,VUT,17,29.82050278,33.40651968,3.5860169,0,none,302.0889681,69.82508481,97200
498,499,0.143379673,0.9,1153,-18.83,147.63,0,0.9296,1.4213264,23098659.8,2,AUS,2,523.7561645,523.8514888,0.09532427,2,Partially Effective,582.2720709,126.2520912,5790000
499,500,-0.121832594,0.6875,1150,-18.82,159.78,0,,0.008138278,15200,10,CIS,0,0,0,0,0,none,203.8170096,567.3648557,#N/A
500,501,-0.079791035,0.75,1151,-18.835,159.795,0,,0.008138278,15200,10,CIS,0,0,0,0,0,none,203.6484562,567.3648557,#N/A
501,502,0.09531018,0.8,1154,-18.8433,-159.802,1,,0.008138278,15200,10,CIS,1,169.050635,177.0427642,7.992129167,0,none,133.224979,567.3648557,#N/A
502,503,-0.356674944,0.4,1160,-18.85,146.54,0,0.936666667,1.387727667,24591818.33,2,AUS,12,195.4599553,195.5137976,0.053842241,2,Partially Effective,1878.516606,126.2520912,5790000
503,504,0.09531018,0.8,1162,-18.87,147.71,1,0.936666667,1.387727667,24591818.33,2,AUS,2,236.4993037,236.5236437,0.024340037,2,Partially Effective,718.4122035,126.2520912,5790000
504,505,-0.180850056,0.5625,1163,-18.8867,159.825,0,,0.008138278,15200,10,CIS,0,0,0,0,0,none,204.3251736,567.3648557,#N/A
505,506,-0.356674944,0.4,1165,-18.93,-159.76,0,,-0.3717076,15200,10,CIS,1,156.04674,163.42409,7.37735,0,none,131.6430589,567.3648557,#N/A
506,507,0.546590449,1.4375,1166,-18.9561,146.956,0,0.91,1.426108708,20598015,2,AUS,28,278.2146325,278.2858112,0.071178723,2,Partially Effective,624.2824371,126.2520912,5790000
507,508,0.024395082,0.8,1167,-18.98,-169.9,0,,,1600,17,NIE,34,59.1134194,55.61060796,-3.502811438,0,none,172.9906106,38.50460247,#N/A
508,509,0.238117089,1.2,1168,-18.99,152.34,1,0.936666667,1.387727667,24591818.33,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,305.9470357,126.2520912,5790000
509,510,-0.356674944,0.4,1170,-18,-163.17,1,,-0.4493202,15200,10,CIS,0,8.382281,10.47785043,2.095569429,0,none,111.1564653,567.3648557,#N/A
510,511,-0.223143551,0.5,1172,-19.0033,178.34,1,0.6914,-0.73944038,844575.2,16,FJI,3,1637.497897,1862.271777,224.7738798,0,none,40226.47977,122.8772768,632000
511,512,-0.504163638,0.3125,1173,-19.0383,178.457,0,0.7074,-0.6260374,865841.2,16,FJI,6,1991.444127,2263.559935,272.1158084,0,none,7141.482017,122.8772768,632000
512,513,-0.597837001,0.25,1175,-19.0608,178.338,1,0.6914,-0.73944038,844575.2,16,FJI,7,1507.765491,1676.793581,169.0280898,0,Unrated,51413.68724,122.8772768,632000
513,514,-0.017686101,0.7,1178,-19.06,-169.93,1,,,1600,17,NIE,20,59.1134194,55.61060796,-3.502811438,0,none,174.3913258,38.50460247,#N/A
514,515,-0.546638398,0.28125,1179,-19.1219,146.881,0,0.936666667,1.387727667,24591818.33,2,AUS,42,221.0155769,221.0720293,0.056452426,0,Unrated,23552.34091,126.2520912,5790000
515,516,0.255459807,1.55,1181,-19.13,-169.91,0,,,1600,17,NIE,1,59.1134194,55.61060796,-3.502811438,0,none,172.7933993,38.50460247,#N/A
516,517,-0.180850056,0.55,1195,-19.1,152.39,0,0.933133333,1.404527033,23845239.07,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,351.5023635,126.2520912,5790000
517,518,0.088648194,0.9375,1190,-19.1886,146.835,0,0.9168,1.3847258,21299630,2,AUS,8,203.4508636,203.5028711,0.052007462,0,Unrated,50582.40202,126.2520912,5790000
518,519,-0.005025168,0.7,1191,-19.18,152.27,1,0.936666667,1.387727667,24591818.33,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,260.8615312,126.2520912,5790000
519,520,-0.190972896,0.8125,1192,-19.1981,146.815,0,0.9032,1.46448975,19896400,2,AUS,549,198.9841854,199.0350097,0.050824277,0,Unrated,54019.09725,126.2520912,5790000
520,521,-0.105360516,0.6,1194,-19.1,148.28,0,0.936666667,1.387727667,24591818.33,2,AUS,2,107.539454,107.5459064,0.006452315,2,Partially Effective,657.9476546,126.2520912,5790000
521,522,-0.356674944,0.4,1196,-19.23,152.33,1,0.936666667,1.387727667,24591818.33,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,271.5094475,126.2520912,5790000
522,523,0.8438532,2.59375,1199,-19.2683,158.975,1,,0.008138278,15200,10,CIS,0,0,0,0,0,none,314.5249349,567.3648557,#N/A
523,524,-0.356674944,0.4,1202,-19.27,148.34,0,0.936666667,1.387727667,24591818.33,2,AUS,2,94.39352908,94.39717211,0.003643033,2,Partially Effective,676.4781683,126.2520912,5790000
524,525,-0.105360516,0.6,1208,-19.3,152.24,1,0.936666667,1.387727667,24591818.33,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,220.2919854,126.2520912,5790000
525,526,-0.356674944,0.4,1207,-19.3,147.63,1,0.9296,1.4213264,23098659.8,2,AUS,4,324.3207454,324.4022323,0.081486894,2,Partially Effective,624.385187,126.2520912,5790000
526,527,-0.356674944,0.4,1209,-19.52,148.72,0,0.936666667,1.387727667,24591818.33,2,AUS,2,100.0269446,100.0438832,0.016938603,2,Partially Effective,693.5286632,126.2520912,5790000
527,528,1.916922612,6.5,1211,-19.5717,149.268,0,0.9168,1.3847258,21299630,2,AUS,2,102.922562,102.9471926,0.024630635,2,Partially Effective,952.2816941,126.2520912,5790000
528,529,-0.130682382,0.6,1212,-19.58,119.11,0,0.9296,1.4213264,23098659.8,2,AUS,0,34.88406871,34.89048878,0.006420065,0,none,1737.432704,126.2520912,5790000
529,530,0.438254931,1.25,1218,-19.6683,63.4131,1,0.6972,0.8283916,1212707,18,MUS,301,2499.181284,2793.105397,293.9241132,0,none,319.7862639,40.88074851,935000
530,531,1.078201291,3,1219,-19.7456,149.166,0,0.9296,1.387727667,23098659.8,2,AUS,2,126.4529593,126.4756248,0.022665563,2,Partially Effective,888.3260601,126.2520912,5790000
531,532,-0.105360516,0.6,1224,-19.77,149.38,1,0.936666667,1.387727667,24591818.33,2,AUS,2,91.83667259,91.85774066,0.021068072,2,Partially Effective,1088.759403,126.2520912,5790000
532,533,0.019222899,0.8,1230,-19.8178,149.066,0,0.936666667,1.387727667,24591818.33,2,AUS,2,99.27618787,99.29342728,0.017239411,2,Partially Effective,539.6610224,126.2520912,5790000
533,534,-0.356674944,0.4,1232,-19.81,149.13,0,0.933133333,1.404527033,23845239.07,2,AUS,2,111.4632279,111.4829804,0.019752412,2,Partially Effective,746,126.2520912,5790000
534,535,-0.356674944,0.4,1234,-19.81,149.42,0,0.936666667,1.387727667,24591818.33,2,AUS,2,90.72419548,90.74507698,0.020881495,2,Partially Effective,1066.036691,126.2520912,5790000
535,536,0.09531018,0.8,1238,-19.84,-174.42,1,0.6824,0.00374748,103108.4,15,TON,5,86.07586719,65.7557185,-20.32014868,2,Partially Effective,391.1576385,116.0177097,47100
536,537,-0.356674944,0.4,1237,-19.83,149.48,1,0.936666667,1.387727667,24591818.33,2,AUS,2,86.70428412,86.72509813,0.020814007,2,Partially Effective,967.6761251,126.2520912,5790000
537,538,0.250387644,1,1240,-19.94,-174.71,0,0.6824,0.00374748,103108.4,15,TON,1,83.95688609,64.1368712,-19.82001489,2,Partially Effective,444.2806405,116.0177097,47100
538,539,-0.356674944,0.4,1242,-19.96,-174.48,0,0.7016,0.48823028,101975.2,15,TON,2,86.07586719,65.7557185,-20.32014868,2,Partially Effective,455.5134996,116.0177097,47100
539,540,-0.23101773,0.5,1246,-19.97,149.62,0,0.936666667,1.387727667,24591818.33,2,AUS,2,78.63187534,78.65124811,0.019372768,2,Partially Effective,740.7852463,126.2520912,5790000
540,541,-0.105360516,0.6,1247,-19.98,148.26,0,0.9168,1.3847258,21299630,2,AUS,22,50.51334269,50.51821604,0.004873343,0,none,1063.014649,126.2520912,5790000
541,542,-0.130682382,0.6,1839,-2,130.64,1,0.703666667,0.158765733,264621182.3,0,IDN,4,80.87477186,166.8624137,85.98764185,0,Unrated,745.561676,845.6260518,7003000
542,543,-0.356674944,0.4,1249,-2.02,130.69,0,0.703666667,0.158765733,264621182.3,0,IDN,4,83.40465216,174.6640621,91.25940991,0,Unrated,708.6948818,845.6260518,7003000
543,544,-0.301431084,0.5625,1251,-2.08338,118.401,0.5,0.6222,-0.237165575,220333965,0,IDN,33,769.4217916,1168.346116,398.924324,0,none,474.4417036,845.6260518,7003000
544,545,0.09531018,0.8,1253,-2.19,130.6,1,0.703666667,0.158765733,264621182.3,0,IDN,4,88.5724379,146.1480447,57.57560684,0,Unrated,567.5,845.6260518,7003000
545,546,1.016698802,4.875,1254,-2.2168,99.512,0,0.6222,-0.237165575,220333965,0,IDN,36,185.9103112,200.7040068,14.79369561,0,none,65535,845.6260518,7003000
546,547,-0.356674944,0.4,1255,-2.22,130.55,0,0.703666667,0.158765733,264621182.3,0,IDN,4,103.5604903,155.3985938,51.8381035,0,Unrated,10542.68888,845.6260518,7003000
547,548,0.262364264,1,1260,-2.7395,120.824,1,0.652,-0.03082672,235523409.4,0,IDN,134,923.1669656,1176.069599,252.9026335,0,none,35293.71208,845.6260518,7003000
548,549,-0.410490276,0.375,1261,-2.94125,135.667,0,0.652,-0.03082672,235523409.4,0,IDN,4,143.603821,301.8690733,158.2652524,0,none,751.7773973,845.6260518,7003000
549,550,-0.23101773,0.5,1262,-20.02,-174.68,0,0.6824,0.00374748,103108.4,15,TON,1,83.95688609,64.1368712,-19.82001489,2,Partially Effective,469.2767885,116.0177097,47100
550,551,0.587786665,1.5,1263,-20.0391,148.875,0,0.9168,1.3847258,21299630,2,AUS,4,60.79055137,60.80118632,0.010634947,2,Partially Effective,553.8727134,126.2520912,5790000
551,552,0.405465108,1.2,1265,-20.03,118.38,1,0.9296,1.4213264,23098659.8,2,AUS,1,24.24120765,24.24656087,0.00535322,0,none,1131.852543,126.2520912,5790000
552,553,-0.356674944,0.4,1266,-20.03,149.7,0,0.936666667,1.387727667,24591818.33,2,AUS,1,17.11023942,17.11442899,0.004189576,2,Partially Effective,744.4786164,126.2520912,5790000
553,554,-0.243678663,0.5,1272,-20.0658,148.948,0.5,0.933133333,1.404527033,23845239.07,2,AUS,4,75.82374763,75.84358464,0.019837008,2,Partially Effective,580.9159532,126.2520912,5790000
554,555,0.09531018,0.8,1276,-20.07,148.98,0,0.936666667,1.387727667,24591818.33,2,AUS,4,78.51350577,78.53401591,0.020510141,2,Partially Effective,576.9371899,126.2520912,5790000
555,556,-0.293846337,0.45,1277,-20.08,148.88,0,0.926733333,1.386226733,22945724.17,2,AUS,4,69.5917437,69.60991123,0.018167534,2,Partially Effective,624.73018,126.2520912,5790000
556,557,-0.356674944,0.4,1283,-20.11,148.96,0,0.936666667,1.387727667,24591818.33,2,AUS,5,101.2807183,101.3115725,0.030854215,2,Partially Effective,636.6924952,126.2520912,5790000
557,558,-0.180850056,0.55,1280,-20.11,-174.7,0,0.6824,0.00374748,103108.4,15,TON,1,83.05088731,63.48386789,-19.56701942,2,Partially Effective,529.9786786,116.0177097,47100
558,559,-0.130682382,0.6,1284,-20.12,118.47,1,0.9296,1.4213264,23098659.8,2,AUS,2,20.21792839,20.22256543,0.004637035,0,none,1400.451331,126.2520912,5790000
559,560,0.09531018,0.8,1285,-20.16,149.04,0,0.9168,1.3847258,21299630,2,AUS,4,167.7766977,167.8482223,0.071524577,0,none,638.1387116,126.2520912,5790000
560,561,0.881294046,3,1286,-20.2108,164.396,0,,,263490,19,NCL,6,63.30100893,72.15035243,8.849343492,0,none,8007.465803,43.77700751,99000
561,562,1.924501665,9.8125,1287,-20.2126,164.443,0,,,263490,19,NCL,6,66.43794087,75.8508287,9.412887831,0,none,3668.169391,43.77700751,99000
562,563,-0.356674944,0.4,1288,-20.21,118.53,1,0.9296,1.4213264,23098659.8,2,AUS,2,17.51034537,17.51447696,0.004131597,0,none,1717.330215,126.2520912,5790000
563,564,0.258652295,1.5,1289,-20.2367,169.771,0,0.5876,0.48899438,256761,14,VUT,2,472.2834411,529.0771535,56.79371235,0,none,289.0661092,69.82508481,97200
564,565,1.029619417,5,1294,-20.2504,148.814,0,0.9296,1.4213264,23098659.8,2,AUS,12,162.5091304,162.580097,0.070966637,2,Partially Effective,4708.013382,126.2520912,5790000
565,566,-0.107042736,0.7,1297,-20.25,117.91,1,0.9296,1.4213264,23098659.8,2,AUS,1,27.93199739,27.94004434,0.008046948,0,none,942.483046,126.2520912,5790000
566,567,-0.597837001,0.25,1298,-20.2636,164.418,0,,,263490,19,NCL,6,66.98825874,77.07152011,10.08326137,0,none,15628.80611,43.77700751,99000
