clust,lden,den,ID,Lat,Lon,depth,Country_number,Code,Grav_tot,reg_pop_growth,MPA_SCORE,RATING,Productivity_mean
1774,0.211816206,0.9375,4885,25.4917,56.3639,0,78,ARE,575,2472.278518,0,none,65535
1775,-0.356674944,0.4,4886,25.55,52.67,1,79,QAT,37,16.15234819,0,none,1261.205493
1776,0.048790164,0.75,4887,25.5819,-79.298,0,75,BHS,67,1374.855048,0,none,648
1777,1.713797928,5.25,4888,25.6034,56.3507,0,78,ARE,245,2443.262282,0,none,65535
1778,1.629816909,4.8125,4892,25.6626,-79.3077,0,75,BHS,79,1689.594645,0,none,562.314599
1779,0.405465108,1.2,4894,25.71,52.64,1,79,QAT,37,17.06337693,0,none,1180.054678
1780,-0.597837001,0.25,4895,25.7365,-79.3029,1,75,BHS,79,1594.832504,0,none,548.0014321
1781,0.458645116,2.25,4896,25.8338,56.3641,0,71,OMN,72,1777.720203,0,none,65535
1782,-0.223143551,0.5,4897,25.8688,55.0158,0,80,IRN,89,3092.006684,0,none,1866
1783,0.581965877,1.75,4898,25.8707,34.4237,0.5,28,EGY,148,9.596619598,0,none,474.6330406
1784,0.745327188,2.875,4902,25.8935,54.5277,0,80,IRN,50,125.9564622,0,none,1462.937233
1785,1.667706821,5,4904,25.9039,54.493,0,80,IRN,50,109.2842721,0,none,1466.907825
1786,0.09531018,0.8,4910,26.08,-80.1,0,73,USA,39335,704.3585698,0,none,60978.99486
1787,0.488351301,1.46875,4909,26.0883,56.4678,1,71,OMN,67,573.9660883,0,none,50229.17607
1788,0.048790164,0.75,4911,26.0986,127.708,0,77,JPN,11623,317.4637566,0,Unrated,28842.9495
1789,1.236602581,22.28125,4913,26.1343,56.4733,0,71,OMN,67,507.2410571,0,none,54495.75401
1790,-0.04715534,0.7,4916,26.14,-80.1,0,73,USA,39335,706.2024617,0,none,48647.81041
1791,4.494797129,89.25,4924,26.1625,56.3553,0.5,71,OMN,72,598.0070789,0,none,54695.52665
1792,1.234032102,3.96875,4923,26.1614,34.2467,1,28,EGY,322,21.64197059,0,none,38257.55608
1793,-0.030937702,0.6875,4927,26.1864,127.343,0,77,JPN,233,354.4376566,0,Unrated,369.3531649
1794,1.20076252,7,4928,26.1892,56.4713,0,71,OMN,67,439.8190946,0,none,62149.99886
1795,0.325293027,1.3125,4930,26.2149,127.288,1,77,JPN,96,362.7849851,0,Unrated,367.2990681
1796,0.826966576,2,4931,26.2303,56.4358,0.5,71,OMN,63,401.3221001,0,none,65512.92047
1797,0.987214094,2.6875,4932,26.2311,56.4822,0,71,OMN,63,357.6410441,0,none,65244.43227
1798,3.45946629,31.5,4935,26.2431,55.1565,0,80,IRN,60,540.7800103,0,none,1621.655141
1799,-0.130682382,0.6,4936,26.25,-80.07,1,73,USA,1697,740.2456361,0,none,21458.65606
1800,2.387060672,67.21875,4937,26.2639,56.4106,0.5,71,OMN,63,359.8366828,0,none,57616.3353
1801,1.155307632,2.875,4939,26.2795,55.3005,0,80,IRN,62,552.9437115,0,none,1538.725359
1802,0.841251242,2.165,4940,26.28411,127.98915,1,77,JPN,582,319.5895367,0,none,48124.1438
1803,3.388391178,84.21875,4944,26.298,56.331,0,71,OMN,100,367.3947427,0,none,27454.40339
1804,0.488809485,1.875,4945,26.3017,126.778,0,77,JPN,34,526.5785944,0,none,366.5158618
1805,0.262364264,1,4947,26.3178,51.4667,0,77,JPN,93,6691.033824,0,none,1568.58413
1806,-0.401766432,0.375,4949,26.3222,126.874,0,77,JPN,46,546.3280728,0,none,376.4689219
1807,0.048790164,0.75,4950,26.3246,127.744,0,77,JPN,6644,302.1949612,0,none,24763.89588
1808,1.345282443,11.125,4953,26.3427,56.4696,0.5,71,OMN,71,229.5336589,0,none,27725.86473
1809,0.37547214,1.165,4956,26.34987,127.99364,1,77,JPN,1195,319.5895367,0,none,23157.99151
1810,1.717638348,19.5,4957,26.3557,56.4991,0.5,71,OMN,71,211.9900993,0,none,22490.37079
1811,1.509052562,4.71875,4969,26.3831,56.4193,0,71,OMN,81,236.4534395,0,none,12192.30529
1812,1.302593283,9,4966,26.375,56.3836,0.5,71,OMN,81,255.2366195,0,none,14386.09139
1813,-0.067853775,0.7375,4973,26.4453,127.772,0.5,77,JPN,1493,303.7245365,3,Not Effective,55032.31855
1814,1.667706821,5,4975,26.453889,128.129167,1,77,JPN,272,315.8806883,0,none,712.3680021
1815,0.10755569,0.875,4976,26.4969,54.0476,1,80,IRN,45,91.75601021,0,none,1819.816658
1816,0.841251242,2.165,4978,26.50093,127.84093,1,77,JPN,1493,316.1952111,3,Not Effective,35567.08686
1817,-0.167736368,0.625,4979,26.5041,128.067,0,77,JPN,272,313.4955783,0,none,14822.11551
1818,1.310652174,4.34375,4983,26.5086,34.0726,0.5,28,EGY,183,47.53506561,0,none,58594.38266
1819,1.28592429,11.875,4986,26.5456,53.8939,0.5,80,IRN,56,86.31529918,0,none,1791.012578
1820,1.667706821,5,4987,26.551667,128.005,1,77,JPN,230,314.0916458,3,Not Effective,41574.4401
1821,1.667706821,5,4988,26.610833,128.161944,1,77,JPN,28,310.4697819,0,none,1099.955762
1822,-0.021852864,0.75,4989,26.63,127.86,0,77,JPN,278,318.4479776,0,none,21851.94812
1823,-0.393042588,0.375,4991,26.6542,142.185,0,77,JPN,0,8.563774286,3,Not Effective,273.1600111
1824,-0.130682382,0.6,4992,26.65,127.82,0,77,JPN,240,321.6253271,0,none,7781.206168
1825,0.834089204,2.75,4994,26.6606,55.9129,0,80,IRN,84,188.7712529,0,none,17089.37831
1826,0.09531018,0.8,4996,26.6,127.91,0,77,JPN,529,320.1794784,0,none,42432.3483
1827,0.660744569,1.665,4997,26.70673,127.96615,1,77,JPN,255,304.5507094,3,Not Effective,32976
1828,0.37547214,1.165,4998,26.71213,128.02812,1,77,JPN,255,299.3199269,0,none,22070.56581
1829,1.667706821,5,4999,26.731667,128.288333,0,77,JPN,85,339.2573019,0,none,31441.53794
1830,1.513009483,7.125,5000,26.7506,34.0885,1,28,EGY,197,52.9567763,0,none,11822.71318
1831,0.456654932,1.53125,5001,26.8087,33.9957,1,28,EGY,278,48.89512028,0,none,15679.25219
1832,1.266947603,3.25,5003,26.89,56.3964,0,80,IRN,267,164.4984159,0,none,33486
1833,2.153651544,9,5004,27.0122,33.9239,1,28,EGY,204,49.02770861,0,none,44930.68756
1834,0.458645116,1.3125,5009,27.0567,128.411,1,77,JPN,42,123.7544982,3,Not Effective,361.7057841
1835,-0.190972896,0.65625,5011,27.0938,142.203,0,77,JPN,0,8.563774286,3,Not Effective,306.5961987
1836,0.368582033,1.875,5012,27.1393,33.9546,0.5,28,EGY,254,51.80838373,0,none,32965.5
1837,1.480987007,6.4375,5013,27.2144,33.9533,1,28,EGY,254,52.06863779,0,none,32816.67806
1838,1.266947603,3.25,5015,27.2671,33.8878,1,28,EGY,571,49.15963136,0,none,58103.73061
1839,0.307051694,1.34375,5016,27.2948,33.8307,1,28,EGY,4944,46.87693804,0,none,65535
1840,5.382168093,263.125,5018,27.4013,52.5895,0,80,IRN,69,451.6233134,0,none,15291.97742
1841,1.193922468,3.625,5020,27.5453,35.5317,0.5,58,SAU,92,31.91908292,0,none,63994.50122
1842,-0.130682382,0.6,5023,27.65,-18,1,81,ESP,6,165.57438,0,none,334.3005802
1843,-0.356674944,0.4,5025,27.67,-18.03,1,81,ESP,6,195.186641,0,none,332.8416314
1844,0.150682503,2.0625,5028,27.7452,34.2564,1,28,EGY,248,58.09540519,2,Partially Effective,59371.17022
1845,-0.356674944,0.4,5027,27.73,-17.94,0,81,ESP,6,229.772532,0,none,333.0369397
1846,0.405465108,1.2,5029,27.75,-15.68,1,81,ESP,6,1606.557534,0,none,65535
1847,0.599228812,1.625,5030,27.7888,33.869,1,28,EGY,261,42.46230474,0,none,22300.35394
1848,1.800058272,5.75,5031,27.7939,34.2612,1,28,EGY,221,56.92495885,2,Partially Effective,59879.83981
1849,0.09531018,0.8,5032,27.82,-15.76,0,81,ESP,6,1681.394404,0,none,52182.75494
1850,1.531461762,5.5,5033,27.8481,34.3009,1,28,EGY,278,57.62416084,2,Partially Effective,58704.04297
1851,0.699358441,1.8,5036,27.86,-15.39,0,81,ESP,6,1597.758969,0,none,28232.87847
1852,1.115141591,2.75,5037,27.8826,34.3256,1,28,EGY,1436,54.95769499,2,Partially Effective,65535
1853,-0.356674944,0.4,5038,27.8,-17.89,1,81,ESP,6,238.1853996,0,none,341.2424984
1854,0.617735736,2.25,5040,27.9153,34.3531,1,28,EGY,1436,51.41748376,0,none,64399.58397
1855,1.373089991,4.5625,5042,27.945,34.3867,0,28,EGY,253,47.19783739,2,Partially Effective,57239.21203
1856,1.320702531,4.84375,5048,27.9719,34.4261,1,28,EGY,242,37.28842801,2,Partially Effective,47182.22305
1857,0.09531018,0.8,5047,27.96,-15.38,0,81,ESP,6,1623.351819,0,none,9765.198262
1858,0.638141142,1.75,5049,27.9844,34.4521,1,28,EGY,242,37.44103803,2,Partially Effective,42185.25445
1859,0.09531018,0.8,5053,28.01,-15.82,0,81,ESP,6,1592.044221,0,none,13501.85342
1860,0.530628251,1.4,5054,28.01,-16.66,0,81,ESP,6,1022.374507,0,none,65535
1861,0.990500734,2.4,5055,28.02,-16.61,0,81,ESP,6,993.815911,0,none,61627.32986
1862,0.544280976,1.8,5057,28.03,-16.71,0,81,ESP,6,1054.359456,0,none,45203.51968
1863,1.656183084,9.6,5058,28.03,-17.18,1,81,ESP,6,758.2648107,0,none,387.2987832
1864,0.09531018,0.8,5060,28.05,-17.3,1,81,ESP,6,591.38779,0,none,374.1524396
1865,0.09531018,0.8,5061,28.07,-14.5,0,81,ESP,6,891.648309,0,none,523.618469
1866,0.502150805,1.4,5067,28.09,-16.74,0,81,ESP,6,1089.858799,0,none,32959.5
1867,-0.130682382,0.6,5063,28.08,-17.11,0,81,ESP,6,909.2348534,0,none,396.5
1868,0.832909123,2,5085,28.1,-16.48,0,81,ESP,6,1047.562722,0,none,65020.02444
1869,0.132718232,0.915,5068,28.1069,129.349,1,77,JPN,22,-39.99981699,0,none,22112.77896
1870,0.387363584,1.6,5072,28.12,-16.78,0,81,ESP,6,1123.737388,0,none,16011.23183
1871,0.405465108,1.2,5073,28.13,-16.45,0,81,ESP,6,1161.13347,0,none,63034.46402
1872,-0.130682382,0.6,5075,28.15,-16.43,0,81,ESP,6,1247.012732,0,none,57422.28568
1873,0.262364264,1,5077,28.17,-16.81,0,81,ESP,6,1139.070883,0,none,4655.024122
1874,0.405465108,1.2,5078,28.18,-14.16,0,81,ESP,6,276.6325799,0,none,8875.06962
1875,0.09531018,0.8,5081,28.18,-17.17,1,81,ESP,6,833.8542393,0,none,390.3643703
1876,1.141242211,2.835,5082,28.19227198,129.190492,1,77,JPN,22,-40.63570584,0,none,337.1455492
1877,-0.356674944,0.4,5083,28.19,-16.42,1,81,ESP,6,1243.899954,0,none,54013.05328
1878,0.530628251,1.4,5084,28.1,-15.71,0,81,ESP,6,1658.172892,0,none,962.4565028
1879,0.452109075,1.3,5086,28.22,-16.41,0,81,ESP,6,1295.26263,0,none,50370.40025
1880,0.354017897,1.5,5087,28.23,-16.84,0,81,ESP,6,1127.515318,0,none,372.0553457
1881,0.262364264,1,5090,28.27,-16.38,0,81,ESP,6,1332.738488,0,none,38390.97326
1882,-0.130682382,0.6,5091,28.27,-16.85,1,81,ESP,6,1104.975702,0,none,369.2614635
1883,0.262364264,1,5095,28.32,-13.89,0,81,ESP,6,260.2330229,0,none,64811.73273
1884,0.09531018,0.8,5096,28.34,-16.92,0,81,ESP,6,1042.52248,0,none,378.2246992
1885,0.682407665,1.6875,5099,28.3744,34.4461,0,28,EGY,231,22.04408176,2,Partially Effective,61622.1548
1886,0.086976654,0.9,5100,28.37,-16.75,0,81,ESP,6,1139.070883,0,none,377.3344494
1887,1.378420183,3.7,5101,28.38,-16.35,1,81,ESP,6,1348.48789,0,none,12979.66758
1888,0.146334807,0.9375,5103,28.415,34.7452,0.5,58,SAU,173,26.61506101,0,none,47698.87946
1889,0.09531018,0.8,5128,28.4,-16.33,0,81,ESP,6,1380.752213,0,none,6412.55794
1890,1.096942838,2.8,5109,28.42,-16.55,1,81,ESP,6,1029.230792,0,none,8779.163131
1891,0.808703041,2,5110,28.4352,34.4556,0,28,EGY,252,21.62421025,2,Partially Effective,64769.02356
1892,0.660744569,1.665,5115,28.46129,129.718641,1,77,JPN,42,-35.98092508,0,none,3046.731562
1893,-0.105360516,0.6,5122,28.48,-17.87,1,81,ESP,6,221.5442819,0,none,27252.8927
1894,1.398716881,4.125,5123,28.4931,34.517,0,28,EGY,278,22.11548175,0,none,62616.54509
1895,0.911790541,2.415,5130,28.51297399,129.666974,1,77,JPN,20,-35.30051438,0,none,362.4739514
1896,0.262364264,1,5131,28.51,-16.18,0,81,ESP,6,1521.805152,0,none,386.048011
1897,-0.067853775,0.65,5132,28.51,-16.42,0,81,ESP,6,1054.145161,0,none,383.3659805
1898,0.024395082,0.8,5134,28.52,-17.88,1,81,ESP,6,221.5323959,0,none,19102.60926
1899,0.764655934,2.0625,5145,28.5727,34.5369,1,28,EGY,210,22.86105404,1,Effective,42254.6283
1900,0.09531018,0.8,5144,28.55,-16.37,1,81,ESP,6,1117.438487,0,none,380.8767686
1901,0.505800456,1.5,5148,28.59,-17.91,0.5,81,ESP,6,223.2360483,0,none,3868.753121
1902,0.654925968,1.625,5150,28.6148,34.5599,1,28,EGY,272,24.13383967,1,Effective,24872.17777
1903,0.641853886,1.6,5151,28.66,-17.77,1,81,ESP,6,231.2838888,0,none,710.2964172
1904,0.768030221,2.4375,5154,28.8158,48.7739,0.5,82,KWT,104,1690.846154,0,none,1660.23304
1905,0.312969215,1.1,5155,28.86,-13.84,0,81,ESP,6,264.3432652,0,none,3133.99935
1906,0.09531018,0.8,5157,28.92,-113.38,0,69,MEX,28,0.516879371,0,none,3652.898854
1907,0.09531018,0.8,5160,28.92,-13.69,1,81,ESP,6,273.8269485,0,none,36064.55319
1908,0.464109651,1.4,5164,29.08,-113.51,0.5,69,MEX,28,0.441319303,0,none,41755.52709
1909,0.215891208,1.375,5165,29.1278,34.0681,0,28,EGY,408,7.77930115,0,none,65535
1910,0.262364264,1,5167,29.22,-13.53,1,81,ESP,6,313.646431,0,none,712.3033093
1911,0.641853886,1.6,5168,29.28,-13.34,1,81,ESP,6,334.8978756,0,none,35080.66914
1912,-0.356674944,0.4,5169,29.29,-13.54,1,81,ESP,6,326.3979021,0,none,434.4458502
1913,0.976691082,2.75,5170,29.354,34.9558,1,58,SAU,555,35.38226136,0,none,65535
1914,0.250387644,1,5172,29.39,-13.5,1,81,ESP,6,335.5097461,0,none,439.7050852
1915,1.029619417,2.5,5173,29.401,34.9668,0,83,JOR,523,35.77908118,0,none,65535
1916,-0.164252033,0.55,5174,29.4285,34.973,0,83,JOR,523,36.12609866,1,Effective,65535
1917,0.619187116,1.6,5179,29.5,34.92,0,84,ISR,722,35.33638179,0,Unrated,65535
1918,-0.223143551,0.5,5180,3.10556,73.5661,1,26,MDV,4,214.8488605,0,none,563.4273751
1919,0.654925968,1.625,5181,3.10556,73.6181,1,26,MDV,242,226.1095022,0,none,529.8927589
1920,0.691895615,2.125,5182,3.37147,73.4404,1,26,MDV,5,808.4659,0,none,619.3784057
1921,-0.597837001,0.25,5183,3.435,73.4222,1,26,MDV,4,769.9618988,0,none,682.5653033
1922,-0.005025168,0.875,5184,3.43831,73.6004,1,26,MDV,4,692.9719708,0,none,551.3995665
1923,0.876444347,2.4375,5186,3.46594,73.6517,0.5,26,MDV,4,744.8779473,0,none,529.9754098
1924,-0.25126341,0.525,5187,3.46983,72.8447,1,26,MDV,6,818.1571324,0,none,533.31861
1925,-0.180850056,0.5625,5189,3.49456,72.8233,1,26,MDV,34,818.1571324,0,none,510.2960871
1926,0.425075465,1.25,5193,3.52778,72.9264,1,26,MDV,39,793.9863052,0,none,520.2319693
1927,-0.356674944,0.4,5195,3.59,72.72,1,26,MDV,6,151.5441655,0,none,616.7806281
1928,-0.597837001,0.25,5196,3.60478,73.5055,1,26,MDV,4,641.1879279,0,none,588.3756572
1929,0.024395082,0.75,5202,3.63711,72.9291,1,26,MDV,13,643.5212689,0,none,569.3839669
1930,0.282045807,1.84375,5199,3.63294,73.387,1,26,MDV,20,625.7233403,0,none,726.0290894
1931,-0.223143551,0.5,5204,3.65092,72.8173,0,26,MDV,9,710.0446632,0,none,651.8241843
1932,0.438254931,1.25,5206,3.66144,73.408,0,26,MDV,6,622.9676173,0,none,697.9146651
1933,0.777028665,1.875,5208,3.66544,72.8991,0,26,MDV,10,670.0557818,0,none,604.0060445
1934,-0.056627635,0.6875,5210,3.67764,73.4691,0,26,MDV,6,626.9212003,0,none,609.9278603
1935,0.09531018,0.8,5212,3.6,72.88,0,26,MDV,13,658.9314717,0,none,575.5526921
1936,-0.218284427,0.5625,5213,3.73006,72.7581,0,26,MDV,18,766.6950924,0,none,726.8915355
1937,1.825848331,24.1875,5215,3.73647,72.9818,1,26,MDV,11,674.2215363,0,none,559.7196257
1938,0.377887353,1.1625,5226,3.8,72.7,1,26,MDV,17,788.957323,0,none,789.1743877
1939,-0.356674944,0.4,5218,3.78,72.97,1,26,MDV,19,684.231652,0,none,569.5
1940,-0.597837001,0.25,5219,3.83672,73.3678,1,26,MDV,7,661.7099535,0,none,897.2294531
1941,-0.087176694,0.625,5220,3.84003,72.7632,0,26,MDV,5,766.4433809,0,none,816.9380455
1942,2.197162845,11,5224,3.88561,73.4686,0,26,MDV,103,703.213566,0,none,687.1823867
1943,0.211816206,0.9375,5229,3.90389,73.4447,0.5,26,MDV,103,703.213566,0,none,746.6280095
1944,0.262364264,1,5232,3.92625,72.9605,1,26,MDV,7,671.1314432,0,none,641.5873598
1945,-0.356674944,0.4,5234,3.94,72.91,1,26,MDV,15,700.4117989,0,none,696.7157329
1946,-0.597837001,0.25,5235,3.95083,113.512,1,30,MYS,14,172.6635622,0,none,2632.432338
1947,0.387363584,1.6,5238,3.97,73.49,0,26,MDV,22,727.4840987,0,none,612.9922192
1948,0.093217723,0.875,5239,3.98103,72.9447,1,26,MDV,15,703.0279859,0,none,648.1389964
1949,5.15099459,172.9375,5248,4.01139,100.535,0,30,MYS,267,507.9830751,0,none,2029.734384
1950,0.587786665,1.5,5251,4.01706,72.8052,0,26,MDV,5,732.737153,0,none,740.7663035
1951,0.059852631,0.8,5252,4.01,-81.6,1,42,COL,2,8.96064,2,Partially Effective,472.8009386
1952,4.302653434,112.6875,5262,4.0575,100.54,0,30,MYS,267,519.5714053,0,none,2029.44315
1953,0.262364264,1,5261,4.05719,72.954,1,26,MDV,6,705.888847,0,none,633.0650715
1954,0.262364264,1,5264,4.05906,73.3747,1,26,MDV,25,702.245532,0,none,768.1350021
1955,0.022606171,0.8125,5265,4.09103,72.8621,0,26,MDV,5,703.4706091,0,none,684.4999205
1956,-0.223143551,0.5,5277,4.11819,118.628,0,30,MYS,24,314.2748941,2,Partially Effective,865.0554628
1957,-0.597837001,0.25,5267,4.10433,73.4265,1,26,MDV,39,727.1436822,0,none,698.7424494
1958,-0.597837001,0.25,5273,4.11253,118.225,1,30,MYS,49,414.608511,0,none,17658.57575
1959,-0.223143551,0.5,5278,4.11842,73.4684,0.5,26,MDV,160,735.7950148,0,none,668.608415
1960,-0.130682382,0.6,5283,4.13,72.84,1,26,MDV,5,719.3074242,0,none,684.2090545
1961,2.307572635,9.75,5284,4.14092,118.18,1,30,MYS,69,404.1694272,0,none,29087.432
1962,0.012102285,0.75,5290,4.16361,118.276,1,30,MYS,49,326.6222408,0,none,38414.20485
1963,3.396169513,83.25,5296,4.19189,118.901,1,30,MYS,16,243.7894185,0,none,1069.579075
1964,0.774138627,6.0625,5294,4.18397,118.863,1,30,MYS,16,250.147062,0,none,1073.331273
1965,-0.597837001,0.25,5291,4.17622,118.307,1,30,MYS,37,326.097962,0,none,39435.5673
1966,3.84615707,47.875,5295,4.18989,100.548,0,30,MYS,267,517.3260013,0,none,1932.13044
1967,0.092201361,0.8125,5309,4.22947,118.68,1,30,MYS,25,279.3036743,0,none,1106.824299
1968,2.782456525,38.25,5299,4.20633,118.785,1,30,MYS,21,262.0116104,0,none,1111.48801
1969,-0.007784399,0.84375,5331,4.25219,72.7798,1,26,MDV,5,698.5718998,0,none,635.6515003
1970,0.024395082,0.8,5310,4.22,73.49,0,26,MDV,120,719.7499043,0,none,748.7647634
1971,0.425075465,1.25,5329,4.24983,118.631,1,30,MYS,32,287.9746993,0,none,2654.185299
1972,-0.597837001,0.25,5313,4.23303,73.6517,1,26,MDV,137,857.566717,0,none,674.5
1973,0.081443085,0.875,5316,4.23656,118.553,1,30,MYS,39,307.7440538,0,none,1117.469202
1974,0.544187431,6.5,5318,4.23778,118.387,1,30,MYS,52,326.0936626,0,none,29248.13762
1975,-0.382786684,0.4375,5319,4.23814,73.5315,0,26,MDV,120,733.1400189,0,none,800.2766409
1976,0.940876254,2.875,5320,4.23939,118.434,1,30,MYS,45,328.5530336,0,none,11753.27033
1977,0.437239087,1.46875,5340,4.26583,72.9969,1,26,MDV,7,656.3019524,0,none,616.3291407
1978,-0.597837001,0.25,5347,4.27694,113.815,1,30,MYS,37,139.9118857,0,none,2381.335904
1979,-0.223143551,0.5,5342,4.26808,73.4887,1,26,MDV,120,698.5839364,0,none,767.6844716
1980,0.169128179,1.25,5360,4.30689,73.4232,0,26,MDV,32,639.6732972,0,none,697.7334455
1981,-0.172126212,0.5625,5351,4.28711,118.725,1,30,MYS,30,266.7505753,0,none,9947.460382
1982,-0.597837001,0.25,5352,4.28722,113.82,1,30,MYS,37,140.1065175,0,none,2419.064038
1983,0.799693788,2.5,5354,4.28,73.56,1,26,MDV,120,749.6124103,0,none,820.3024827
1984,0.262364264,1,5361,4.30864,118.866,0,30,MYS,21,254.103564,0,none,1135.102773
1985,-0.223143551,0.5,5366,4.31667,73.575,1,26,MDV,137,756.5634487,0,none,811.0058578
1986,-0.597837001,0.25,5368,4.34333,113.897,0,30,MYS,37,133.1709527,0,none,2819.288175
1987,1.072380504,2.625,5369,4.34981,73.6143,0,26,MDV,137,767.1014908,0,none,787.4562826
1988,2.68003386,28.9375,5370,4.44472,118.755,1,30,MYS,26,259.0562438,0,none,33291.5
1989,1.563709107,6.9375,5372,4.46789,118.591,1,30,MYS,19,263.3841046,0,none,55046.52792
1990,0.048790164,0.75,5376,4.50419,118.942,0,30,MYS,20,174.0758013,0,none,900.5221183
1991,-0.223143551,0.5,5375,4.48861,118.86,0,30,MYS,22,247.7501435,0,none,963.398013
1992,0.016016438,0.8125,5379,4.52083,73.3611,1,26,MDV,10,595.9883021,0,none,590
1993,4.719215433,167.125,5378,4.51419,118.726,1,30,MYS,30,254.899691,0,none,24688.15819
1994,1.25148352,14.8125,5380,4.52106,118.805,1,30,MYS,25,250.8463655,0,none,6756.624044
1995,-0.101766597,0.625,5384,4.54722,73.3806,0.5,26,MDV,10,590.313849,0,none,573.2395743
1996,0.440849644,1.375,5382,4.52778,73.4222,1,26,MDV,8,610.4247968,0,none,611.9130746
1997,0.599228812,1.625,5402,4.58231,118.915,1,30,MYS,21,172.3364524,0,none,810.9694908
1998,0.262364264,1,5388,4.55858,118.615,1,30,MYS,35,257.0619924,0,none,18907.8699
1999,0.430796538,1.3125,5391,4.56844,118.758,0.5,30,MYS,63,250.4830659,0,none,7236.929821
2000,0.243522548,1,5405,4.58722,118.945,0.5,30,MYS,21,161.7039989,0,none,803.4552731
2001,-0.223143551,0.5,5393,4.57022,73.3775,1,26,MDV,5,592.4557729,0,none,553.8387811
2002,-0.082569118,0.625,5418,4.60375,118.865,0,30,MYS,21,225.0394293,0,none,786.102044
2003,-0.014585689,0.6875,5423,4.64644,118.833,0.5,30,MYS,23,236.3868109,0,none,768.1379096
2004,4.694096395,109,5421,4.63322,118.589,1,30,MYS,35,253.3235119,0,none,725.1606109
2005,-0.495439794,0.3125,5422,4.63864,118.717,0.5,30,MYS,27,249.8598135,0,none,723.7285974
2006,-0.223143551,0.5,5425,4.65256,118.665,1,30,MYS,26,250.9606436,0,none,706.7967803
2007,0.65828789,1.875,5426,4.71117,103.925,0,30,MYS,152,353.330456,0,none,687
2008,0.515813165,1.375,5427,4.74267,118.514,1,30,MYS,33,274.1181159,0,none,752.1039026
2009,0.042562244,0.78125,5430,4.80606,103.674,0,30,MYS,152,301.3176469,3,Not Effective,25439.92023
2010,-0.014585689,0.6875,5442,4.84561,114.329,1,85,BRN,44,233.6049544,0,none,2667.159547
2011,-0.597837001,0.25,5461,4.93814,114.652,1,85,BRN,118,225.1973239,0,none,9744.1641
2012,0.462736941,2.6875,5452,4.92353,118.256,1,30,MYS,119,340.3145875,0,none,65535
2013,0.224615052,1.21875,5447,4.9085,118.177,1,30,MYS,100,338.6760433,0,none,65535
2014,-0.495439794,0.3125,5450,4.91997,114.371,1,85,BRN,34,260.1030855,0,none,2234.369491
2015,0.243522548,1,5458,4.93528,118.227,0,30,MYS,119,342.543468,0,none,65535
2016,-0.087176694,0.625,5455,4.93336,114.33,1,85,BRN,34,270.4409967,0,none,2209.147361
2017,0.105594383,0.875,5464,4.94247,118.294,0,30,MYS,119,342.5236551,0,none,65519.22171
2018,1.663350713,15.8125,5466,4.94869,118.251,1,30,MYS,119,346.347925,0,none,65535
2019,-0.248833485,0.5,5473,4.97772,114.624,1,85,BRN,71,237.9943843,0,none,2389.200295
2020,-0.087176694,0.625,5477,5.01306,114.712,1,85,BRN,75,238.932365,0,none,2113.653772
2021,0.048790164,0.75,5481,5.08328,115.053,1,85,BRN,432,191.2519249,0,none,23675.37121
2022,-0.223143551,0.5,5483,5.09619,114.967,1,85,BRN,92,183.9772591,0,none,5928.864558
2023,-0.597837001,0.25,5486,5.10272,114.764,1,85,BRN,62,239.2504435,0,none,1746.167484
2024,-0.597837001,0.25,5498,5.20297,114.767,1,85,BRN,43,240.1315628,0,none,1360.589442
2025,-0.495439794,0.3125,5496,5.20161,115.142,0,30,MYS,66,235.46307,2,Partially Effective,1959.883938
2026,-0.597837001,0.25,5499,5.20875,114.729,1,85,BRN,37,262.2380926,0,none,1327.24768
2027,-0.087176694,0.625,5500,5.20883,103.27,1,30,MYS,543,187.7127026,3,Not Effective,56600.19155
2028,2.979457764,125.375,5511,5.26408,72.2641,0,26,MDV,4,359.5395753,0,none,505.0886605
2029,-0.223143551,0.5,5512,5.26522,162.981,1,86,FSM,3,-82.91979455,0,none,194.9232114
2030,-0.150552546,0.5625,5514,5.26878,162.903,1,86,FSM,2,-82.91979455,0,none,187.469751
2031,0.308268039,1.0625,5518,5.28503,73.1129,0,26,MDV,7,188.5700183,0,none,616.0746924
2032,-0.597837001,0.25,5520,5.28561,162.029,1,86,FSM,2,-74.367074,0,none,177.0788678
2033,-0.223143551,0.5,5522,5.29578,162.898,1,86,FSM,2,-82.91979455,0,none,186.4057146
2034,-0.504163638,0.3125,5525,5.33917,163.034,1,86,FSM,0,-82.91979455,0,none,195.5944789
2035,-0.150552546,0.5625,5527,5.34281,162.946,1,86,FSM,2,-82.91979455,0,Unrated,190.154203
2036,-0.005025168,0.875,5533,5.37514,163.01,1,86,FSM,4,-82.91979455,0,none,193.9878982
2037,-0.316816914,0.4375,5532,5.36956,162.978,1,86,FSM,4,-82.91979455,0,none,192.2342512
2038,-0.223143551,0.5,5534,5.37519,162.01,1,86,FSM,2,-40.0334175,0,none,173.5907136
2039,0.353154947,1.2,5536,5.51,-87.1,1,37,CRI,0,0,3,Not Effective,330.8220361
2040,0.178837222,0.9,5543,5.55,-87.03,1,37,CRI,0,0,3,Not Effective,329.9927801
2041,0.437199944,1.4,5541,5.54,-87.07,1,37,CRI,0,0,3,Not Effective,330.1670334
