clust,lden,den,ID,Lat,Lon,depth,Country_number,Code,Grav_tot,reg_pop_growth,MPA_SCORE,RATING,Productivity_mean
603,-0.356674944,0.4,1359,-20.6,149.41,1,2,AUS,6,0.105470734,2,Partially Effective,665.5247244
604,0.832909123,2,1360,-20.7377,149.465,0,2,AUS,5,0.100630346,2,Partially Effective,850.7217041
605,0.405465108,1.2,1361,-20.73,115.49,0,2,AUS,1,0.00076343,0,none,1555.206379
606,-0.356674944,0.4,1362,-20.76,115.57,0,2,AUS,0,0.000757286,0,none,1485.947732
607,0.587786665,1.5,1367,-20.7939,167.157,0,19,NCL,3,-27.39061573,0,none,21063.66117
608,-0.005025168,0.7,1365,-20.78,115.5,0,2,AUS,1,0.001248276,0,none,1451.740494
609,-0.356674944,0.4,1373,-20.8,149.26,0,2,AUS,7,0.072620992,2,Partially Effective,958.4626023
610,2.04947945,7.5,1369,-20.8454,165.421,0,19,NCL,5,6.669392867,0,none,3562.483513
611,-0.068083449,0.7,1370,-20.8931,149.421,0,2,AUS,11,0.083901792,2,Partially Effective,955.6214126
612,0.182321557,1,1375,-20.9007,167.265,1,19,NCL,7,-31.16351325,0,none,61804.1316
613,-0.467868136,0.34375,1379,-20.9198,165.369,1,19,NCL,24,6.953763129,0,none,23875.33952
614,0.09531018,0.8,1382,-20.94,154.4,1,2,AUS,0,3.59E-05,0,none,204.4676356
615,-0.356674944,0.4,1383,-20.95,115.46,0,2,AUS,1,0.001187732,0,none,1254.239343
616,-0.130682382,0.6,1385,-20.98,154.39,1,2,AUS,0,3.59E-05,0,none,203.1432698
617,-0.105360516,0.6,1386,-20.99,115.48,0,2,AUS,1,0.001137221,0,none,1655.231885
618,0.09531018,0.8,1388,-20.9,115.45,0,2,AUS,1,0.001288377,0,none,1035.737028
619,-0.356674944,0.4,1390,-20,148.88,0,2,AUS,4,0.010954023,2,Partially Effective,495.4907854
620,-0.015500435,0.75,1396,-21.0258,55.2273,0,8,FRA,385,862.9584983,0,none,239.2038603
621,-0.130682382,0.6,1393,-21.01,154.38,0,2,AUS,0,3.59E-05,0,none,202.1921197
622,-0.16993129,0.59375,1399,-21.0309,167.419,0,19,NCL,11,-34.04549166,0,none,49747.31549
623,0.555928758,2,1400,-21.0397,55.216,0,8,FRA,385,862.9584983,0,none,237.9233423
624,0.048790164,0.75,1405,-21.0698,55.2172,1,8,FRA,385,862.9584983,0,none,237.1142146
625,-0.597837001,0.25,1410,-21.0871,164.762,0,19,NCL,7,9.46445819,0,none,26449.82954
626,-0.597837001,0.25,1411,-21.0871,167.762,0,19,NCL,11,-31.98939221,0,none,32832.64131
627,-0.356674944,0.4,1412,-21.08,115.51,0,2,AUS,0,0.001243948,0,none,2425.956463
628,0.102183689,0.8125,1416,-21.1057,55.2392,0.5,8,FRA,154,862.9584983,0,none,237.3257744
629,-0.315599181,0.45,1419,-21.1175,-175.163,0,15,TON,86,100.0766474,3,Not Effective,2242.475542
630,-0.130682382,0.6,1420,-21.11,-174.98,0.5,15,TON,23,94.15459821,0,none,2017.954159
631,-0.597837001,0.25,1421,-21.1217,43.1933,1,9,MDG,35,32.82689863,0,none,312.5803639
632,-0.041011918,0.75,1429,-21.1831,55.2862,0,8,FRA,1620,862.9584983,0,none,246.3697172
633,0.943568397,3.15625,1430,-21.1947,164.778,0,19,NCL,6,9.409200156,0,none,15437.33425
634,0.024395082,0.8,1432,-21.21,155.77,1,2,AUS,0,3.63E-06,0,none,231.6136631
635,-0.079791035,0.75,1436,-21.2644,55.3277,0,8,FRA,88,862.9584983,0,none,415.7092524
636,0.550622119,1.95,1434,-21.25,155.75,1,2,AUS,0,1.89E-06,0,none,229.1441535
637,-0.356674944,0.4,1438,-21.26,-159.82,0,10,CIS,12,107.5028844,0,none,131.8110716
638,0.024395082,0.8,1441,-21.2,-159.77,1,10,CIS,1140,107.5028844,0,none,133
639,-0.356674944,0.4,1444,-21.32,115.17,0,2,AUS,0,0.000845618,0,none,1725.109419
640,0.88374225,3.1875,1445,-21.3673,164.981,0,19,NCL,7,7.657335435,0,none,444.8675829
641,1.971906164,7.125,1447,-21.4106,164.958,0,19,NCL,7,7.446067331,0,none,378.5263895
642,1.029619417,2.5,1448,-21.5563,166.337,0,19,NCL,12,87.10447729,0,none,28095.56442
643,0.048790164,0.75,1449,-21.5934,166.263,0,19,NCL,12,87.65127187,0,none,43495.27011
644,1.218557993,10.375,1450,-21.5978,165.338,0,19,NCL,13,11.58242832,0,none,30457.90416
645,0.955813521,5.90625,1451,-21.6136,165.381,0,19,NCL,20,14.14345456,1,Effective,48098.41262
646,0.048790164,0.75,1453,-21.6298,165.454,0,19,NCL,11,20.55010784,0,none,65535
647,1.031211268,3.375,1454,-21.6422,166.303,0,19,NCL,445,90.24189223,0,none,60751.54947
648,0.09531018,0.8,1455,-21.64,114.36,1,2,AUS,0,0.000598349,0,none,1570.717793
649,-0.293846337,0.45,1460,-21.65,150.24,0.5,2,AUS,2,0.001295023,2,Partially Effective,956.8666154
650,-0.005025168,0.7,1462,-21.67,114.33,1,2,AUS,0,0.000580629,0,none,1627.967856
651,0.530490523,1.95,1464,-21.79,-154.7,1,13,PYF,0,2.04764,0,none,122.5969344
652,1.185588942,3.7,1465,-21.79,151.87,1,2,AUS,1,1.50E-05,2,Partially Effective,586.4868774
653,0.587786665,1.5,1467,-21.8003,35.4997,1,6,MOZ,32,54.53005774,2,Partially Effective,540.4632106
654,-0.356674944,0.4,1470,-21.84,114.18,0,2,AUS,15,0.000505356,2,Partially Effective,62128.11828
655,-0.356674944,0.4,1471,-21.84,152.33,0,2,AUS,1,1.87E-05,2,Partially Effective,920.9467969
656,-0.356674944,0.4,1472,-21.85,114.17,0,2,AUS,15,0.000445666,2,Partially Effective,61534.32077
657,0.262364264,1,1473,-21.85,153.52,1,2,AUS,0,2.20E-05,0,none,375.2113839
658,0.024395082,0.8,1486,-21.9,113.94,0,2,AUS,5,-0.000131267,2,Partially Effective,948.9759484
659,-0.356674944,0.4,1480,-21.92,153.58,1,2,AUS,0,2.20E-05,0,none,331.3011698
660,-0.130682382,0.6,1482,-21.94,114.16,1,2,AUS,16,0.000409973,0,none,65535
661,-0.597837001,0.25,1483,-21.9555,43.2091,1,9,MDG,25,74.51752743,0,none,5929.450586
662,-0.356674944,0.4,1484,-21.96,152.43,1,2,AUS,1,1.87E-05,2,Partially Effective,1039.817957
663,-0.356674944,0.4,1485,-21.98,113.92,0,2,AUS,1,-0.000121705,2,Partially Effective,853.784126
664,-0.356674944,0.4,1487,-21.9,153.54,1,2,AUS,0,2.20E-05,0,none,343.8758585
665,-0.597837001,0.25,1491,-22.0091,43.1829,1,9,MDG,27,79.3592865,0,none,2084.505821
666,-0.356674944,0.4,1493,-22.02,114.13,0,2,AUS,16,-4.56E-05,0,none,48574.39952
667,-0.597837001,0.25,1494,-22.0589,43.1975,1,9,MDG,30,81.58061937,0,none,5544.581078
668,-0.223143551,0.5,1502,-22.1254,43.1976,1,9,MDG,30,83.73800333,0,none,614.5
669,-0.223143551,0.5,1507,-22.1486,113.868,0,2,AUS,1,-0.000117234,0,Unrated,12076.69341
670,0.09531018,0.8,1508,-22.16,155.45,0,2,AUS,0,1.89E-06,0,none,245.7107637
671,0.198395144,1,1512,-22.18,155.16,0,2,AUS,0,1.89E-06,0,none,236.9316062
672,-0.044214129,0.75,1518,-22.19,155.37,0,2,AUS,0,1.89E-06,0,none,253.180266
673,0.078501874,0.8,1519,-22.1,113.88,0,2,AUS,1,-0.000117626,2,Partially Effective,7571.637344
674,1.243077935,3.9375,1520,-22.258,166.386,0,19,NCL,294,114.1853385,0,none,55065.15045
675,0.961393866,4.375,1521,-22.2873,167.037,0,19,NCL,24,159.6243043,0,none,26529.63821
676,0.440849644,1.375,1522,-22.2938,166.296,0,19,NCL,45,112.6592741,0,none,41321.27947
677,-0.356674944,0.4,1523,-22.2,155.29,1,2,AUS,0,1.89E-06,0,none,248.2206004
678,0.219933267,1.1875,1525,-22.3008,166.437,0,19,NCL,1474,119.9378473,0,none,47546.22211
679,0.10755569,0.875,1526,-22.3033,166.598,0,19,NCL,504,124.2073473,0,none,65535
680,-0.223143551,0.5,1528,-22.3242,166.363,1,19,NCL,43,116.9088692,0,none,28819.94567
681,-0.029175592,0.6875,1529,-22.3334,167.011,0,19,NCL,13,158.6242371,0,none,37420.08164
682,0.717839793,1.75,1531,-22.3372,40.3406,0,8,FRA,1,511.0136842,0,none,263.0165623
683,0.856561012,2.0625,1532,-22.3388,166.238,0,19,NCL,15,113.5391988,0,none,22714.58699
684,1.097360724,4.5,1534,-22.3561,166.847,0,19,NCL,7,142.1234172,0,none,65535
685,1.115141591,2.75,1535,-22.3675,166.306,0,19,NCL,25,118.6468017,0,none,11920.23532
686,-0.23101773,0.5,1537,-22.37,152.55,1,2,AUS,1,1.87E-05,2,Partially Effective,595.1738598
687,-0.19543996,0.5625,1538,-22.3845,166.841,0,19,NCL,7,143.2498683,0,none,65535
688,0.354171814,1.125,1540,-22.3942,166.883,0,19,NCL,6,150.0203871,0,none,65535
689,-0.077961541,0.625,1541,-22.3951,166.523,0,19,NCL,37,126.968827,0,none,56789.22795
690,1.371708672,7.625,1543,-22.425,166.848,0,19,NCL,13,149.1903201,0,none,61020.70408
691,-0.30809307,0.4375,1544,-22.4438,166.369,1,19,NCL,17,125.6450087,0,none,1413.350701
692,1.569728179,5.375,1545,-22.5264,167.411,0,19,NCL,3,110.3414304,0,none,26796.70907
693,0.048790164,0.75,1547,-22.5527,166.47,0,19,NCL,10,137.6021602,0,none,7306.798997
694,-0.223143551,0.5,1548,-22.5986,167.399,0,19,NCL,7,91.6706826,0,none,33172.5
695,-0.223143551,0.5,1549,-22.6422,166.303,0,19,NCL,6,144.3821223,0,none,412.3988288
696,-0.356674944,0.4,1550,-22.87,113.76,0,2,AUS,1,-0.000103753,2,Partially Effective,24722.57133
697,0.09531018,0.8,1551,-22.93,113.78,0,2,AUS,1,-6.67E-06,2,Partially Effective,47354.9347
698,-0.597837001,0.25,1552,-22.9555,43.2091,1,9,MDG,57,291.6996261,0,none,399.3555648
699,-0.130682382,0.6,1553,-23.04,113.82,1,2,AUS,1,-2.73E-06,2,Partially Effective,41674.71419
700,0.045142506,0.75,1556,-23.11,113.75,0,2,AUS,1,-1.15E-05,2,Partially Effective,10227.11706
701,-0.168532294,0.575,1557,-23.1234,-135.001,0,13,PYF,0,9.666083066,0,none,144.6293547
702,0.09531018,0.8,1558,-23.12,113.76,0,2,AUS,1,-1.06E-05,2,Partially Effective,8562.823017
703,-0.597837001,0.25,1559,-23.1368,-134.966,0,13,PYF,0,9.666083066,0,none,156.3652994
704,-0.356674944,0.4,1560,-23.13,-134.9,0,13,PYF,0,9.666083066,0,none,195.5
705,0.09531018,0.8,1574,-23.16,113.76,0,2,AUS,0,-1.02E-05,2,Partially Effective,3118.610452
706,0.318288415,1.125,1569,-23.1503,43.0713,0.5,9,MDG,57,362.7419926,0,none,313.764781
707,0.048790164,0.75,1570,-23.1506,43.5713,1,9,MDG,83,230.3520322,0,none,6470.908038
708,0.250387644,1,1571,-23.15,-135.06,0,13,PYF,6,9.666083066,0,none,148.3544956
709,0.150052296,0.9,1572,-23.16,-134.86,1,13,PYF,0,9.666083066,0,none,214.2891254
710,-0.005025168,0.7,1583,-23.17,150.95,0,2,AUS,17,0.040146835,2,Partially Effective,1045.507468
711,-0.356674944,0.4,1578,-23.16,151.07,0,2,AUS,11,0.045393644,0,Unrated,830.2083761
712,-0.005025168,0.7,1584,-23.18,113.76,0,2,AUS,0,-1.04E-05,2,Partially Effective,7458.919401
713,-0.356674944,0.4,1585,-23.18,151.91,1,2,AUS,3,0.102329439,2,Partially Effective,687.3057492
714,0.09531018,0.8,1588,-23.19,150.93,0,2,AUS,17,0.038689048,2,Partially Effective,1198.138682
715,0.09531018,0.8,1589,-23.19,150.98,0,2,AUS,17,0.040547645,2,Partially Effective,1094.099737
716,0.14397069,0.95,1591,-23.1,-134.87,0,13,PYF,0,9.666083066,0,none,185.6828195
717,0.09531018,0.8,1592,-23.1,113.79,0,2,AUS,1,-7.07E-06,2,Partially Effective,16359.73636
718,-0.105360516,0.6,1593,-23.21,113.76,0,2,AUS,0,-1.01E-05,2,Partially Effective,15287.00608
719,-0.201915142,0.55,1596,-23.24,151.78,1,2,AUS,4,0.083345584,2,Partially Effective,765.6599185
720,-0.356674944,0.4,1599,-23.24,155.56,1,2,AUS,0,1.55E-06,0,none,270
721,-0.356674944,0.4,1601,-23.25,151.94,1,2,AUS,4,0.098531846,2,Partially Effective,682.2042319
722,-0.005025168,0.7,1612,-23.33,113.78,0,2,AUS,0,-8.54E-06,2,Partially Effective,54623.8723
723,-0.356674944,0.4,1613,-23.3,151.69,0,2,AUS,4,0.071985743,2,Partially Effective,751.9281563
724,0.048790164,0.75,1615,-23.4051,-149.446,0,13,PYF,6,23.05724143,0,none,149.0899132
725,2.491811872,69.75,1616,-23.422,-149.511,0,13,PYF,6,23.05724143,0,none,148.9721539
726,-0.014585689,0.75,1637,-23.4604,151.929,1,2,AUS,6,0.067107538,2,Partially Effective,742.6695663
727,-0.780323874,0.2,1636,-23.45883,151.86971,1,2,AUS,6,0.06147491,2,Partially Effective,774.7933765
728,-0.356674944,0.4,1639,-23.53,151.72,0,2,AUS,7,0.048679345,2,Partially Effective,803.2993575
729,-0.356674944,0.4,1642,-23.5,151.77,0,2,AUS,7,0.051973839,2,Partially Effective,793.9081384
730,0.09531018,0.8,1644,-23.62,-178.9,0,15,TON,0,511.0136842,0,none,290.068197
731,-0.23101773,0.5,1649,-23.64,-178.93,1,15,TON,0,511.0136842,0,none,286.0017257
732,-0.223143551,0.5,1646,-23.6371,43.6038,0,9,MDG,65,223.198439,0,none,11045.52865
733,-0.23101773,0.5,1652,-23.67,152.29,0,2,AUS,6,0.020392619,2,Partially Effective,584.884813
734,-0.356674944,0.4,1654,-23.86,152.36,0,2,AUS,8,0.031580939,2,Partially Effective,587.2232002
735,-0.356674944,0.4,1655,-23.90603,152.38695,1,2,AUS,8,0.042264297,2,Partially Effective,600.9462594
736,-0.356674944,0.4,1657,-23.94,-179.12,0,15,TON,0,511.0136842,0,none,278.6774328
737,-0.410490276,0.375,1670,-24.072567,35.5042,1,6,MOZ,166,178.3757921,0,none,65535
738,-0.597837001,0.25,1665,-24.067983,35.053267,1,6,MOZ,49,120.6037616,0,none,65535
739,0.489358971,2.0625,1671,-24.1094,152.714,1,2,AUS,8,0.072482753,2,Partially Effective,540.8237039
740,0.405465108,1.2,1679,-24.36,-128.36,1,20,PIS,0,2.284549581,0,none,98.37519807
741,1.526764686,8.5,1680,-24.66,-124.8,1,20,PIS,0,0.3732228,0,none,81.18272276
742,0.262364264,1,1682,-24.80951,152.47176,0,2,AUS,67,0.05377631,2,Partially Effective,35499.06392
743,0.448044012,1.75,1685,-24.8828,152.491,0,2,AUS,67,0.052302267,2,Partially Effective,30751.02339
744,1.006062324,3.05,1688,-25.9166667,153.2,1,2,AUS,12,0.155436514,0,none,45314.21661
745,0.315473149,1.1,1692,-26.12,113.24,0,2,AUS,0,-6.79E-05,0,Unrated,58847.02209
746,2.012050454,17,1693,-26.14,113.17,1,2,AUS,0,-7.66E-05,0,Unrated,36310.79908
747,-0.356674944,0.4,1694,-26.16,113.22,0,2,AUS,0,-7.11E-05,0,Unrated,49939.12323
748,-0.410490276,0.375,1695,-26.2114,153.046,1,2,AUS,12,0.165923009,0,none,65535
749,-0.223143551,0.5,1696,-26.35,153.08,1,2,AUS,12,0.204399029,0,none,65535
750,3.555942871,73.95,1699,-26.47,-105.36,1,21,CHL,0,3.674962,0,none,112.5465185
751,-0.597837001,0.25,1701,-26.5136,153.102,1,2,AUS,12,0.381484367,0,none,63804.29772
752,0.678033543,1.67,1702,-26.6025,153.102,0,2,AUS,12,0.435643373,0,none,37165.0703
753,-0.410490276,0.375,1711,-26.64858,153.18344,1,2,AUS,12,0.511556254,0,none,11863.99499
754,-0.504163638,0.3125,1712,-26.7514,153.158,1,2,AUS,12,0.603277429,0,none,18058.16772
755,-0.155160122,0.5625,1714,-26.8028,153.143,0,2,AUS,12,0.604196775,0,none,38690.09874
756,-0.393042588,0.375,1716,-26.8298,32.897,1,6,MOZ,273,310.2006095,0,none,65535
757,-0.223143551,0.5,1723,-26.9799,153.488,1,2,AUS,12,1.026935691,0,Unrated,1076.337467
758,-0.410490276,0.375,1724,-27.0069,153.469,1,2,AUS,12,1.009541746,0,Unrated,1282.175367
759,1.3831106,4.7,1725,-27.11,-109.42,1,21,CHL,0,107.3062061,0,none,148.5322995
760,2.509599262,12,1726,-27.13161,153.47815,1,2,AUS,12,1.05007095,0,Unrated,1279.268513
761,0.405465108,1.2,1729,-27.15,-109.44,1,21,CHL,0,107.3062061,0,none,145.4152224
762,0.09531018,0.8,1731,-27.3906,153.551,1,2,AUS,12,1.058462793,0,Unrated,1707.741642
763,0.962853721,4.95,1735,-27.4007,153.437,0,2,AUS,12,0.898416382,0,Unrated,2311.533377
764,1.301553133,3.375,1740,-27.4738,153.405,0,2,AUS,12,0.834052963,0,Unrated,8192.192738
765,-0.356674944,0.4,1742,-27.49,153.38,0,2,AUS,12,0.805690979,0,Unrated,14194.43304
766,0.587786665,1.5,1752,-27.52,32.6858,1,22,ZAF,199,56.83334596,1,Effective,45057.80913
767,-0.597837001,0.25,1748,-27.5277,34.6847,1,22,ZAF,199,511.0136842,0,none,314.9631439
768,-0.597837001,0.25,1753,-27.5689,153.352,0,2,AUS,12,0.756172027,0,Unrated,42346.02917
769,-0.597837001,0.25,1755,-27.82,153.433,1,2,AUS,12,0.70971966,0,none,27806.01657
770,0.438254931,1.25,1756,-27.9067,153.421,0,2,AUS,12,0.678055099,0,Unrated,48803.41408
771,1.225610296,5.75,1760,-28.1092,153.476,1,2,AUS,60,0.632025428,0,none,65535
772,0.060001396,1,1761,-28.1625,153.531,0,2,AUS,60,0.632619499,0,none,60075.02998
773,0.620345194,1.7175,1762,-28.19627,153.57632,1,2,AUS,60,0.625677317,0,none,43946.88359
774,0.024395082,0.8,1765,-28.2,114.25,0,2,AUS,6,0.007965811,0,none,20794.57219
775,0.387363584,1.6,1766,-28.46,113.77,0,2,AUS,3,0.024092976,0,none,684.8532634
776,0.891624983,2.3,1769,-28.61087,153.62809,1,2,AUS,60,0.216621073,0,none,54169.48798
777,0.490969089,1.5,1773,-28.67,113.84,0,2,AUS,4,0.02563398,0,none,1118.907986
778,0.368582033,1.2,1774,-28.68,113.76,0,2,AUS,3,0.033463549,0,none,1100.600983
779,-0.105360516,0.6,1775,-28.72,113.78,0,2,AUS,3,0.034115902,0,none,1306.986023
780,0.09531018,0.8,1777,-28.85,114.01,1,2,AUS,4,0.02147473,0,none,660.5394486
781,0.024395082,0.8,1781,-28.97,113.95,0,2,AUS,4,0.030914822,0,none,716.1747775
782,0.09531018,0.8,1837,-29,167.92,1,2,AUS,1,-29.76436111,0,none,453.0756593
783,0.09531018,0.8,1784,-29.06,167.96,0,2,AUS,1,-29.76436111,0,none,438.1432616
784,-0.130682382,0.6,1786,-29.12,167.94,1,2,AUS,1,-29.76436111,0,none,782.8122363
785,0.333124484,1.2,1788,-29.25,-177.88,1,23,NZL,0,511.0136842,0,none,329.0129919
786,0.641853886,1.6,1790,-29.28,-177.89,1,23,NZL,0,511.0136842,0,none,332.3974775
787,2.014903021,7.2,1792,-29.29,-177.96,1,23,NZL,0,511.0136842,0,none,352.7594918
788,0.09531018,0.8,1808,-29.45,159.11,1,2,AUS,0,511.0136842,1,Effective,373.436301
789,0.387363584,1.4,1809,-29.45,159.14,0,2,AUS,0,511.0136842,1,Effective,373.3149738
790,-0.105360516,0.6,1810,-29.46,159.06,0,2,AUS,0,511.0136842,1,Effective,373.4679058
791,0.361876761,1.3,1812,-29.48,159.06,1,2,AUS,0,511.0136842,1,Effective,374.338252
792,0.595443782,2.4,1814,-29.48,159.12,0.5,2,AUS,0,511.0136842,1,Effective,374.620331
793,0.387363584,1.6,1815,-29.7,153.4,1,2,AUS,60,0.01622714,0,Unrated,35747.4154
794,-0.223143551,0.5,1816,-29.8652,31.054,0,22,ZAF,199,630.463548,0,none,64379.81408
795,0.09531018,0.8,1824,-29.93,153.39,1,2,AUS,60,0.013603658,0,none,846.4952485
796,0.262364264,1,1831,-29.94,159.08,0,2,AUS,0,511.0136842,1,Effective,421.3749457
797,0.178837222,0.9,1822,-29.92,159.06,1,2,AUS,0,511.0136842,1,Effective,423.3328508
798,0.09531018,0.8,1832,-29.96,159.03,1,2,AUS,0,511.0136842,1,Effective,412.9257441
799,-0.356674944,0.4,1834,-29.96,159.13,1,2,AUS,0,511.0136842,1,Effective,415.9471879
800,1.125119306,4,1835,-29.97339,153.25717,1,2,AUS,60,0.01382741,0,none,21996.75818
801,-0.079791035,0.75,1840,-3.09072,135.563,0.5,0,IDN,7,182.2385486,0,none,693.4774244
802,-0.597837001,0.25,1841,-3.10183,135.623,0.5,0,IDN,7,194.0113365,0,none,1099.496779
803,0.294793403,1.3125,1842,-3.25906,40.1452,0,24,KEN,5086,888.7963204,1,Effective,16236.17354
804,-0.356674944,0.4,1848,-3.44159,128.42213,1,0,IDN,2106,652.3012053,0,none,24485.33711
805,-0.356674944,0.4,1849,-3.45829,128.48929,1,0,IDN,164,641.0800739,0,none,51737.51058
806,-0.248833485,0.5,1850,-3.50369,-32.2626,1,7,BRA,6,123.3733167,0,none,220.3205198
807,-0.356674944,0.4,1852,-3.51662,128.64835,1,0,IDN,220,629.4396157,0,none,65535
808,-0.130682382,0.6,1853,-3.52701,128.73026,1,0,IDN,35,632.0136842,0,none,65535
809,-0.356674944,0.4,1854,-3.58421,128.10649,1,0,IDN,14,699.6430939,0,none,1197.769835
810,-0.218284427,0.5625,1855,-3.59003,122.589,0,0,IDN,31,378.2875856,0,none,65535
811,0.405465108,1.2,1856,-3.61529,128.412441,1,0,IDN,91,677.7878682,0,none,27225.52737
812,-0.356674944,0.4,1857,-3.62974,128.60229,1,0,IDN,75,654.4705636,0,none,65535
813,-0.356674944,0.4,1858,-3.64506,128.8085,1,0,IDN,40,654.8018145,0,none,65535
814,-0.356674944,0.4,1859,-3.6797,127.92272,1,0,IDN,92,706.3573233,0,none,433.362155
815,-0.356674944,0.4,1860,-3.68575,128.76047,1,0,IDN,30,665.7316597,0,none,65535
816,-0.166139931,0.6,1861,-3.71,128.1,0,0,IDN,127,727.5174518,0,none,31883.69087
817,-0.130682382,0.6,1862,-3.72652,128.05913,1,0,IDN,127,734.0569426,0,none,23298.39158
818,-0.356674944,0.4,1864,-3.73,128.14,0,0,IDN,11099,737.3824623,0,none,48512.96881
819,-0.356674944,0.4,1867,-3.77,128.15,1,0,IDN,221,750.886456,0,none,61169.04696
820,-0.223143551,0.5,1868,-3.8085,-32.3817,1,7,BRA,6,123.3733167,2,Partially Effective,216.267996
821,0.048790164,0.75,1878,-3.854,-32.4473,1,7,BRA,26,123.3733167,2,Partially Effective,219.4966325
822,0.654925968,1.6875,1894,-3.87458,-33.8096,1,7,BRA,9,0,1,Effective,213.5075408
823,0.148069143,0.9375,1893,-3.87419,122.821,0.5,0,IDN,70,418.0811468,0,none,26071.20548
824,0.092201361,0.8125,1899,-3.89375,122.589,0,0,IDN,97,398.825932,0,none,64810.84267
825,-0.393042588,0.375,1904,-3.95369,122.649,0,0,IDN,392,404.7327856,0,none,65323.23437
826,-0.112866627,0.625,1905,-3.9835,122.955,0.5,0,IDN,53,451.6306147,0,none,444.8758621
827,0.105029156,0.8125,1907,-4.03611,122.779,1,0,IDN,54,423.7691243,0,none,60309.03742
828,-0.597837001,0.25,1908,-4.03889,122.678,1,0,IDN,247,414.030041,0,none,65535
829,0.832909123,2,1910,-4.24,152.02,0,25,PNG,3480,97.81690896,0,none,32907
830,-0.410490276,0.375,1911,-4.39333,129.346,0.5,0,IDN,5,70.5548723,0,none,287.07693
831,-0.223143551,0.5,1920,-4.51381,129.945,1,0,IDN,14,20.55812297,0,none,314.1634214
832,0.032313965,0.8125,1923,-4.51,129.89,1,0,IDN,14,16.22583078,0,none,310.4288105
833,-0.597837001,0.25,1938,-4.54978,129.956,1,0,IDN,6,15.12293305,0,none,312.7970017
834,-0.337899271,0.4375,1927,-4.525,129.785,1,0,IDN,14,18.60546424,0,none,303.61523
835,-0.105360516,0.6,1935,-4.53,129.89,0.5,0,IDN,14,18.60546424,0,none,309.8407156
836,-0.356674944,0.4,1936,-4.53,131.65,0,0,IDN,6,11.24709087,0,none,385.2779331
837,1.105782847,4.4,1939,-4.54,131.78,0.5,0,IDN,2,10.85489554,0,none,393.8382344
838,-0.597837001,0.25,1940,-4.55417,129.861,1,0,IDN,14,18.60546424,3,Not Effective,306.8272486
839,0.142589471,1,1948,-4.59,55.43,1,3,SYC,357,242.236219,0,none,20164.09234
840,0.022606171,0.8125,1943,-4.58,130.04,0,0,IDN,6,17.07411518,0,none,313.1132818
841,-0.393042588,0.375,1946,-4.59722,129.668,1,0,IDN,4,18.60546424,0,none,289.8804537
842,0.993251773,2.4,1947,-4.59,131.69,1,0,IDN,2,10.85489554,0,none,384.6408068
843,0.09531018,0.8,1951,-4.62,55.41,1,3,SYC,357,242.236219,0,none,24785.58757
844,0.405465108,1.2,1952,-4.64,130.06,0,0,IDN,6,15.96458697,0,none,306.8745465
845,-0.201915142,0.55,1954,-4.64,55.38,0,3,SYC,357,242.236219,2,Partially Effective,21648.57928
846,0.654925968,1.625,1955,-4.66331,119.447,0,0,IDN,304,956.1937787,0,none,759.8703979
847,0.268246685,1.1,1956,-4.67,55.37,1,3,SYC,194,242.236219,0,none,23418.50086
848,0.544280976,1.6,1959,-4.72,131.73,0.5,0,IDN,3,8.128401421,0,none,370.9047486
849,-0.223143551,0.5,1960,-4.98222,119.079,0,0,IDN,149,1433.358146,0,none,509.7946934
850,-0.597837001,0.25,1961,-5.03625,119.098,0,0,IDN,170,1406.009927,0,none,478.161799
851,0.699247533,1.96875,1962,-5.04158,119.327,0,0,IDN,683,1141.148518,0,none,644.0213013
852,0.677908443,1.8125,1971,-5.08947,119.317,0.5,0,IDN,1658,1185.280839,0,none,611.8664653
853,0.206799297,1.1,1972,-5.14,132.01,1,0,IDN,2,-127.0380918,0,none,340.9094861
854,-0.087176694,0.625,1974,-5.23972,123.557,0.5,0,IDN,27,346.8044166,2,Partially Effective,335.5585169
855,-0.223143551,0.5,1983,-5.27506,123.519,1,0,IDN,71,356.6332476,2,Partially Effective,340.9499967
856,-0.393042588,0.375,1986,-5.31303,123.525,0,0,IDN,71,358.2066639,2,Partially Effective,942.0305948
857,-0.504163638,0.3125,1989,-5.32461,123.463,0,0,IDN,25,356.3743749,2,Partially Effective,12107.12052
858,-0.316816914,0.4375,1990,-5.32553,123.49,1,0,IDN,71,356.9923694,2,Partially Effective,3743.760824
859,-0.014585689,0.6875,1995,-5.34456,123.528,1,0,IDN,71,360.3521927,2,Partially Effective,2890.897611
860,0.09531018,0.8,1996,-5.36195,127.74815,1,0,IDN,2,1.234886167,0,none,301.4795349
861,-0.597837001,0.25,1997,-5.36803,123.486,0,0,IDN,30,356.0844592,2,Partially Effective,4807.230053
862,0.138341935,1.0625,1998,-5.38142,123.521,0,0,IDN,30,363.8499354,2,Partially Effective,3774.922648
863,-0.597837001,0.25,2003,-5.39,-35.255,0,7,BRA,238,522.6873341,0,none,57939.19966
864,0.405465108,1.2,2004,-5.3,132,0,0,IDN,20,-133.7542973,0,none,332.2113874
865,-0.223143551,0.5,2005,-5.42861,123.595,0,0,IDN,30,362.7774643,2,Partially Effective,32962.5
866,-0.223143551,0.5,2014,-5.45947,123.753,0,0,IDN,42,264.9941562,2,Partially Effective,43295.30588
